"""c""",(cfs),(fps),(ft),(ft/ft),(in),0.003042372881355911,0.5082000000000001,1180,20,32.108971468560014,4.5276000000000005,4.980360000000001,424.23,427.7,8,"8 mhd-r 1.1c=0.462/9.8 (t5613, upper half)",9.8,area,b/p,base,base ca,board,col_1,col_10,col_100,col_101,col_102,col_103,col_104,col_105,col_106,col_107,col_108,col_109,col_11,col_110,col_111,col_112,col_113,col_114,col_115,col_116,col_117,col_118,col_119,col_12,col_120,col_121,col_122,col_123,col_124,col_125,col_126,col_127,col_128,col_129,col_130,col_131,col_132,col_14,col_15,col_16,col_17,col_18,col_2,col_23,col_3,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_4,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_5,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_6,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_7,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_8,col_80,col_81,col_82,col_83,col_84,col_85,col_86,col_87,col_88,col_89,col_9,col_90,col_91,col_92,col_93,col_94,col_95,col_96,col_97,col_98,col_99,delta fb,description,dia,dist.,dn strm,egl elev.,elev,f/s,freebrd,hgl,hgl elev.,hl,i,inlet,jct,jct area,jct.,keystroke,length,location,loss,losses,macro or dialog box,mca,mod.,modules,name,q,r/g,slope,soffit,soffit elev.,source_row,source_sheet,stream jct,t/c,t/p,t/t,t56013,tc,type,userforms,vel,worksheet formulas
 ,,,,,,,,,,,,,,,,,,, ,125.17290000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Factor:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,0.47181110657015884, ,180,,241.93,,,,,,,,140.76059999999998,,,66.41241444747949, , ,,,652,HYDROLOGY,,,,51.10422747912459,,,,,,
 ,,,,,,,,,,,,,,,,,,, ,132.4977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Factor:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,0.46017298964948017, ,182,,264.82,,,,,,,,148.7721,,,68.46090203343142, , ,,,660,HYDROLOGY,,,,53.1837342420345,,,,,,
,,,,,,,,,,,,,,,,,,,,Co. SPR 7969 Edits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,HYDROLOGY,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Vista Ranch_10-30-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,HYDROLOGY,,,,,,,,,,
,,,,,,0.004080924855491298,0.5082000000000001,865,20,27.664225561498856,1.6632,1.8295200000000003,425.17,428.7,9, 9) MHD-R 1.1c=0.462/3.6 (T5613),3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,DI TABLE,,,,,,,,,,
,,,,,,0.003939849624060157,0.4255663430420712,1330,25,36.99342675475057,2.3946,2.63,421.46,426.7,10," 10) MDR 1.1c=0.3.5/2.01, MHDR 1.1c=0.462/4.17",6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,DI TABLE,,,,,,,,,,
,,,,,,0.0053475935828877,0.46199404761904767,561,20,24.342253098675407,1.4112,1.5523,421.85,424.85,11, 11) MHDR 1.1c=0.462/3.36,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,DI TABLE,,,,,,,,,,
,,,,,,0.002285067873303147,0.35000000000000003,442,25,30.233644101117648,0.624,0.6825,422.02,423.03,12, 12) MDR 1.1c=0.35/1.95,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,DI TABLE,,,,,,,,,,
,,,,,,0.002735294117647079,0.35000000000000003,680,25,32.359331501425565,1.2736,1.393,422,423.86,13, 13) MDR 1.0c=0.35/3.98,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,DI TABLE,,,,,,,,,,
,,,,,,0.005038084874863977,0.462,919,20,27.32848563330719,2.016,2.2176,417.6,422.23,15, 15) MHDR 1.1c=0.462/4.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,DI TABLE,,,,,,,,,,
,,,,,,0.0026970954356846473,0.35000000000000003,1205,25,38.13319398537165,1.312,1.435,419.78,423.03,16, 16) MDR 1.1c=0.35/4.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,DI TABLE,,,,,,,,,,
,,,,,,0.0026919140225179074,0.3531353135313532,977,25,35.65848407291426,0.96,1.07,418.37,421,17, 17) MDR 1.1c=0.35/3.03,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,DI TABLE,,,,,,,,,,
,,,,,,0.005933734939759033,0.4619850187265918,1328,20,29.75810468768688,1.1214,1.2335,417.61,425.49,18, 18) MHDR 1.1c=0.462/2.67,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,DI TABLE,,,,,,,,,,
,,,,,,0.004552147239263813,0.8999999999999999,1630,5,18.674483237200405,3.735,3.735,419.4,426.82,19, 19) Rd 1.0c=0.90/4.15,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,DI TABLE,,,,,,,,,,
,,,,,,0.004744897959183672,0.9000000000000001,1568,5,17.884396731348815,2.277,2.277,419.46,426.9,20, 20) Rd 1.0c=0.90/2.53,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,DI TABLE,,,,,,,,,,
,,,,,,0.0029798270893371848,0.3518123667377398,1735,25,42.990176176233135,3,3.3,419.63,424.8,21, 21) MDR 1.1c=0.35/9.38,9.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,DI TABLE,,,,,,,,,,
,,,,,,0.0029798270893371848,0.3518742442563483,1735,25,42.990176176233135,2.64,2.91,419.63,424.8,22, 22) MDR 1.1c=0.35/8.27,8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,DI TABLE,,,,,,,,,,
,,,,,,0.0030881017257039364,0.3520286396181384,1101,25,36.21432115319135,2.68,2.95,415.4,418.8,23, 23) MDR 1.1c=0.35/8.38,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,DI TABLE,,,,,,,,,,
,,,,,,0.0017350157728706983,0.34920634920634924,634,25,33.61527239670228,1,1.1,415.4,416.5,24, 24) MDR 1.1c=0.35/3.15,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,DI TABLE,,,,,,,,,,
,,,,,,0.00312540610786225,0.3526970954356846,1539,25,40.58177255748716,2.31,2.55,413.1,417.91,25, 25) MDR 1.1c=0.35/7.23,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,DI TABLE,,,,,,,,,,
,,,,,,0.0031990521327014084,0.35215946843853824,844,20,28.44623687552454,0.96,1.06,415.05,417.75,26, 26) MDR 1.1c=0.35/3.01,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,DI TABLE,,,,,,,,,,
,,,,,,0.003045563549160696,0.3527336860670194,834,20,28.553890508050568,1.81,2,415.14,417.68,27, 27) MDR 1.1c=0.35/5.67,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,DI TABLE,,,,,,,,,,
,,,,,,0.005298245614035255,0.45882352941176474,285,20,22.216206812790436,0.36,0.39,413.15,414.66,28, 28) MHDR 1.1c=0.462/0.85,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,DI TABLE,,,,,,,,,,
,,,,,,0.0028133704735375793,0.459016393442623,359,20,23.831002674803663,0.51,0.56,413.23,414.24,29, 29) MHDR 1.1c=0.462/1.22,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,DI TABLE,,,,,,,,,,
,,,,,,0.005181476846057555,0.4626506024096385,799,20,26.282774431294914,1.74,1.92,413.76,417.9,30, 30) MHDR 1.1c=0.462/4.15,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,DI TABLE,,,,,,,,,,
,,,,,,0.007015239096163934,0.2,1903,25,37.86023837933485,0.51,0.51,410.93,424.28,30.1, 30.1) OS 1.0c=0.20/2.55,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,DI TABLE,,,,,,,,,,
,,,,,,0.005067148760330551,0.46202935545628593,1936,20,35.394124514354004,6.58,7.24,414.47,424.28,31, 31) MHDR 1.1c=0.462/15.67,15.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,DI TABLE,,,,,,,,,,
,,,,,,0.004748527412777534,0.4614254224834681,2207,20,38.128185128890564,5.72,6.28,414.52,425,32, 32) MHDR 1.1c=0.462/13.61,13.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,DI TABLE,,,,,,,,,,
,,,,,,0.004659820282413345,0.462005076142132,779,20,26.45928345445916,1.6548,1.8203,414.17,417.8,33, 33) MHDR 1.1c=0.462/3.94,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,DI TABLE,,,,,,,,,,
,,,,,,0.0037313432835820895,0.4618117229129663,670,20,26.20831392397314,2.36,2.6,411.61,414.11,34, 34) MHDR 1.1c=0.462/5.63,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,DI TABLE,,,,,,,,,,
,,,,,,0.0029818956336528342,0.4615384615384616,939,20,29.73309230227007,1.47,1.62,412.5,415.3,35, 36) MHDR 1.1c=0.462/3.51,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,DI TABLE,,,,,,,,,,
,,,,,,0.002958656330749307,0.4619565217391304,774,20,28.054251174225293,0.77,0.85,412.61,414.9,36, 37)MHDR 1.1c=0.462/1.84,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,DI TABLE,,,,,,,,,,
,,,,,,0.0037573964497041724,0.461038961038961,676,20,26.242156528307824,1.94,2.13,413.01,415.55,37, 38) MHDR 1.1c=0.462/4.62,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,DI TABLE,,,,,,,,,,
,,,,,,0.002322383498854103,0.46198156682027647,1309,20,35.37461138757194,0.9114,1.0025,410.59,413.63,38, 35) MHDR 1.1c=0.462/2.17,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,DI TABLE,,,,,,,,,,
,,,,,,0.003249051833122621,0.46124031007751937,791,20,27.854700550349087,1.08,1.19,409.77,412.34,40, 40) MHDR 1.1c=0.462/2.58,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,DI TABLE,,,,,,,,,,
,,,,,,0.003037974683544308,0.4608695652173913,1027,20,30.546535955919353,1.45,1.59,409.83,412.95,41, 41) MHDR 1.1c=0.462/3.45,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,DI TABLE,,,,,,,,,,
,,,,,,0.0032457983193277047,0.4619999999999999,952,20,29.458181681628698,3.906,4.2966,409.79,412.88,42, 42) MHDR 1.1c=0.462/9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,DI TABLE,,,,,,,,,,
,,,,,,0.0031775018261504914,0.4606946983546618,1369,20,33.74649609240427,2.29,2.52,408.5,412.85,43, 43) MHDR 1.1c=0.462/5.47,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,DI TABLE,,,,,,,,,,
